編號,成語,注音,漢語拼音
191.0,充耳不聞,ㄔㄨㄥ　ㄦˇ　ㄅㄨˋ　ㄨㄣˊ,chōng ěr bù wén
192.0,蠢蠢欲動,ㄔㄨㄣˇ　ㄔㄨㄣˇ　ㄩˋ　ㄉㄨㄥˋ,chǔn chǔn yù dòng
193.0,聽天由命,ㄊㄧㄥˋ　ㄊㄧㄢ　ㄧㄡˊ　ㄇㄧㄥˋ,tìng tiān yóu mìng
194.0,大腹便便,ㄉㄚˋ　ㄈㄨˋ　ㄆㄧㄢˊ　ㄆㄧㄢˊ,dà fù pián pián
195.0,聲名狼藉,ㄕㄥ　ㄇㄧㄥˊ　ㄌㄤˊ　ㄐㄧˊ,shēng míng láng jí
196.0,探囊取物,ㄊㄢˋ　ㄋㄤˊ　ㄑㄩˇ　ㄨˋ,tàn náng qǔ wù
197.0,處心積慮,ㄔㄨˇ　ㄒㄧㄣ　ㄐㄧ　ㄌㄩˋ,chǔ xīn jī lǜ
198.0,呆若木雞,ㄉㄞ　ㄖㄨㄛˋ　ㄇㄨˋ　ㄐㄧ,dāi ruò mù jī
199.0,以鄰為壑,ㄧˇ　ㄌㄧㄣˊ　ㄨㄟˊ　ㄏㄨㄛˋ,yǐ lín wéi huò
200.0,言簡意賅,ㄧㄢˊ　ㄐㄧㄢˇ　ㄧˋ　ㄍㄞ,yán jiǎn yì gāi
201.0,積重難返,ㄐㄧ　ㄓㄨㄥˋ　ㄋㄢˊ　ㄈㄢˇ,jī zhòng nán fǎn
202.0,標新立異,ㄅㄧㄠ　ㄒㄧㄣ　ㄌㄧˋ　ㄧˋ,biāo xīn lì yì
203.0,來龍去脈,ㄌㄞˊ　ㄌㄨㄥˊ　ㄑㄩˋ　ㄇㄞˋ,lái lóng qù mài
204.0,櫛風沐雨,ㄐㄧㄝˊ　ㄈㄥ　ㄇㄨˋ　ㄩˇ,jié fēng mù yǔ
205.0,所向披靡,ㄙㄨㄛˇ　ㄒㄧㄤˋ　ㄆㄧ　ㄇㄧˇ,suǒ xiàng pī mǐ
206.0,海底撈針,ㄏㄞˇ　ㄉㄧˇ　ㄌㄠ　ㄓㄣ,hǎi dǐ lāo zhēn
207.0,栩栩如生,ㄒㄩˇ　ㄒㄩˇ　ㄖㄨˊ　ㄕㄥ,xǔ xǔ rú shēng
208.0,惡貫滿盈,ㄜˋ　ㄍㄨㄢˋ　ㄇㄢˇ　ㄧㄥˊ,è guàn mǎn yíng
209.0,朝秦暮楚,ㄓㄠ　ㄑㄧㄣˊ　ㄇㄨˋ　ㄔㄨˇ,zhāo qín mù chǔ
210.0,斬草除根,ㄓㄢˇ　ㄘㄠˇ　ㄔㄨˊ　ㄍㄣ,zhǎn cǎo chú gēn
211.0,喜出望外,ㄒㄧˇ　ㄔㄨ　ㄨㄤˋ　ㄨㄞˋ,xǐ chū wàng wài
212.0,花言巧語,ㄏㄨㄚ　ㄧㄢˊ　ㄑㄧㄠˇ　ㄩˇ,huā yán qiǎo yǔ
213.0,垂頭喪氣,ㄔㄨㄟˊ　ㄊㄡˊ　ㄙㄤˋ　ㄑㄧˋ,chuí tóu sàng qì
214.0,流連忘返,ㄌㄧㄡˊ　ㄌㄧㄢˊ　ㄨㄤˋ　ㄈㄢˇ,liú lián wàng fǎn
215.0,隨機應變,ㄙㄨㄟˊ　ㄐㄧ　ㄧㄥˋ　ㄅㄧㄢˋ,suí jī yìng biàn
216.0,分庭抗禮,ㄈㄣ　ㄊㄧㄥˊ　ㄎㄤˋ　ㄌㄧˇ,fēn tíng kàng lǐ
217.0,應接不暇,ㄧㄥˋ　ㄐㄧㄝ　ㄅㄨˋ　ㄒㄧㄚˊ,yìng jiē bù xiá
218.0,鞠躬盡瘁,ㄐㄩˊ　ㄍㄨㄥ　ㄐㄧㄣˋ　ㄘㄨㄟˋ,jú gōng jìn cuì
219.0,愛莫能助,ㄞˋ　ㄇㄛˋ　ㄋㄥˊ　ㄓㄨˋ,ài mò néng zhù
220.0,洗耳恭聽,ㄒㄧˇ　ㄦˇ　ㄍㄨㄥ　ㄊㄧㄥ,xǐ ěr gōng tīng
221.0,不勝枚舉,ㄅㄨˋ　ㄕㄥ　ㄇㄟˊ　ㄐㄩˇ,bù shēng méi jǔ
222.0,不知所措,ㄅㄨˋ　ㄓ　ㄙㄨㄛˇ　ㄘㄨㄛˋ,bù zhī suǒ cuò
223.0,美不勝收,ㄇㄟˇ　ㄅㄨˋ　ㄕㄥ　ㄕㄡ,měi bù shēng shōu
224.0,絕無僅有,ㄐㄩㄝˊ　ㄨˊ　ㄐㄧㄣˇ　ㄧㄡˇ,jué wú jǐn yǒu
225.0,另眼相看,ㄌㄧㄥˋ　ㄧㄢˇ　ㄒㄧㄤ　ㄎㄢˋ,lìng yǎn xiāng kàn
226.0,隔岸觀火,ㄍㄜˊ　ㄢˋ　ㄍㄨㄢ　ㄏㄨㄛˇ,gé àn guān huǒ
227.0,雷霆萬鈞,ㄌㄟˊ　ㄊㄧㄥˊ　ㄨㄢˋ　ㄐㄩㄣ,léi tíng wàn jūn
228.0,巧奪天工,ㄑㄧㄠˇ　ㄉㄨㄛˊ　ㄊㄧㄢ　ㄍㄨㄥ,qiǎo duó tiān gōng
229.0,萬紫千紅,ㄨㄢˋ　ㄗˇ　ㄑㄧㄢ　ㄏㄨㄥˊ,wàn zǐ qiān hóng
230.0,當機立斷,ㄉㄤ　ㄐㄧ　ㄌㄧˋ　ㄉㄨㄢˋ,dāng jī lì duàn
231.0,綽綽有餘,ㄔㄨㄛˋ　ㄔㄨㄛˋ　ㄧㄡˇ　ㄩˊ,chuò chuò yǒu yú
232.0,放蕩不羈,ㄈㄤˋ　ㄉㄤˋ　ㄅㄨˋ　ㄐㄧ,fàng dàng bù jī
233.0,漫不經心,ㄇㄢˋ　ㄅㄨˋ　ㄐㄧㄥ　ㄒㄧㄣ,màn bù jīng xīn
234.0,咎由自取,ㄐㄧㄡˋ　ㄧㄡˊ　ㄗˋ　ㄑㄩˇ,jiù yóu zì qǔ
235.0,醉生夢死,ㄗㄨㄟˋ　ㄕㄥ　ㄇㄥˋ　ㄙˇ,zuì shēng mèng sǐ
236.0,豁然貫通,ㄏㄨㄛˋ　ㄖㄢˊ　ㄍㄨㄢˋ　ㄊㄨㄥ,huò rán guàn tōng
237.0,夙興夜寐,ㄙㄨˋ　ㄒㄧㄥ　ㄧㄝˋ　ㄇㄟˋ,sù xīng yè mèi
238.0,鉤心鬥角,ㄍㄡ　ㄒㄧㄣ　ㄉㄡˋ　ㄐㄧㄠˇ,gōu xīn dòu jiǎo
239.0,顛撲不破,ㄉㄧㄢ　ㄆㄨ　ㄅㄨˋ　ㄆㄛˋ　（變）　ㄉㄧㄢ　ㄆㄨ　ㄅㄨˊ　ㄆㄛˋ,diān pū bù pò （變） diān pū bú pò
240.0,聲淚俱下,ㄕㄥ　ㄌㄟˋ　ㄐㄩˋ　ㄒㄧㄚˋ,shēng lèi jù xià
241.0,老奸巨猾,ㄌㄠˇ　ㄐㄧㄢ　ㄐㄩˋ　ㄏㄨㄚˊ,lǎo jiān jù huá
242.0,汗馬功勞,ㄏㄢˋ　ㄇㄚˇ　ㄍㄨㄥ　ㄌㄠˊ,hàn mǎ gōng láo
243.0,千載一時,ㄑㄧㄢ　ㄗㄞˇ　ㄧ　ㄕˊ　（變）　ㄑㄧㄢ　ㄗㄞˇ　ㄧˋ　ㄕˊ,qiān zǎi yī shí （變） qiān zǎi yì shí
244.0,光明磊落,ㄍㄨㄤ　ㄇㄧㄥˊ　ㄌㄟˇ　ㄌㄨㄛˋ,guāng míng lěi luò
245.0,同病相憐,ㄊㄨㄥˊ　ㄅㄧㄥˋ　ㄒㄧㄤ　ㄌㄧㄢˊ,tóng bìng xiāng lián
246.0,生龍活虎,ㄕㄥ　ㄌㄨㄥˊ　ㄏㄨㄛˊ　ㄏㄨˇ,shēng lóng huó hǔ
247.0,同床異夢,ㄊㄨㄥˊ　ㄔㄨㄤˊ　ㄧˋ　ㄇㄥˋ,tóng chuáng yì mèng
248.0,出其不意,ㄔㄨ　ㄑㄧˊ　ㄅㄨˋ　ㄧˋ　（變）　ㄔㄨ　ㄑㄧˊ　ㄅㄨˊ　ㄧˋ,chū qí bù yì （變） chū qí bú yì
249.0,不知所云,ㄅㄨˋ　ㄓ　ㄙㄨㄛˇ　ㄩㄣˊ,bù zhī suǒ yún
250.0,不言而喻,ㄅㄨˋ　ㄧㄢˊ　ㄦˊ　ㄩˋ,bù yán ér yù
251.0,不苟言笑,ㄅㄨˋ　ㄍㄡˇ　ㄧㄢˊ　ㄒㄧㄠˋ,bù gǒu yán xiào
252.0,大驚小怪,ㄉㄚˋ　ㄐㄧㄥ　ㄒㄧㄠˇ　ㄍㄨㄞˋ,dà jīng xiǎo guài
253.0,手足無措,ㄕㄡˇ　ㄗㄨˊ　ㄨˊ　ㄘㄨㄛˋ,shǒu zú wú cuò
254.0,屈指可數,ㄑㄩ　ㄓˇ　ㄎㄜˇ　ㄕㄨˇ,qū zhǐ kě shǔ
255.0,眉飛色舞,ㄇㄟˊ　ㄈㄟ　ㄙㄜˋ　ㄨˇ,méi fēi sè wǔ
256.0,洗心革面,ㄒㄧˇ　ㄒㄧㄣ　ㄍㄜˊ　ㄇㄧㄢˋ,xǐ xīn gé miàn
257.0,飛黃騰達,ㄈㄟ　ㄏㄨㄤˊ　ㄊㄥˊ　ㄉㄚˊ,fēi huáng téng dá
258.0,紙醉金迷,ㄓˇ　ㄗㄨㄟˋ　ㄐㄧㄣ　ㄇㄧˊ,zhǐ zuì jīn mí
259.0,烏合之眾,ㄨ　ㄏㄜˊ　ㄓ　ㄓㄨㄥˋ,wū hé zhī zhòng
260.0,逆來順受,ㄋㄧˋ　ㄌㄞˊ　ㄕㄨㄣˋ　ㄕㄡˋ,nì lái shùn shòu
261.0,啞口無言,ㄧㄚˇ　ㄎㄡˇ　ㄨˊ　ㄧㄢˊ,yǎ kǒu wú yán
262.0,等量齊觀,ㄉㄥˇ　ㄌㄧㄤˋ　ㄑㄧˊ　ㄍㄨㄢ,děng liàng qí guān
263.0,荒謬絕倫,ㄏㄨㄤ　ㄇㄧㄡˋ　ㄐㄩㄝˊ　ㄌㄨㄣˊ,huāng miù jué lún
264.0,深惡痛絕,ㄕㄣ　ㄨˋ　ㄊㄨㄥˋ　ㄐㄩㄝˊ,shēn wù tòng jué
265.0,殊途同歸,ㄕㄨ　ㄊㄨˊ　ㄊㄨㄥˊ　ㄍㄨㄟ,shū tú tóng guī
266.0,千變萬化,ㄑㄧㄢ　ㄅㄧㄢˋ　ㄨㄢˋ　ㄏㄨㄚˋ,qiān biàn wàn huà
267.0,得不償失,ㄉㄜˊ　ㄅㄨˋ　ㄔㄤˊ　ㄕ,dé bù cháng shī
268.0,冥頑不靈,ㄇㄧㄥˊ　ㄨㄢˊ　ㄅㄨˋ　ㄌㄧㄥˊ,míng wán bù líng
269.0,望洋興嘆,ㄨㄤˋ　ㄧㄤˊ　ㄒㄧㄥ　ㄊㄢˋ,wàng yáng xīng tàn
270.0,嬌生慣養,ㄐㄧㄠ　ㄕㄥ　ㄍㄨㄢˋ　ㄧㄤˇ,jiāo shēng guàn yǎng
271.0,養精蓄銳,ㄧㄤˇ　ㄐㄧㄥ　ㄒㄩˋ　ㄖㄨㄟˋ,yǎng jīng xù ruì
272.0,陽奉陰違,ㄧㄤˊ　ㄈㄥˋ　ㄧㄣ　ㄨㄟˊ,yáng fèng yīn wéi
273.0,懷才不遇,ㄏㄨㄞˊ　ㄘㄞˊ　ㄅㄨˋ　ㄩˋ　（變）　ㄏㄨㄞˊ　ㄘㄞˊ　ㄅㄨˊ　ㄩˋ,huái cái bù yù （變） huái cái bú yù
274.0,連篇累牘,ㄌㄧㄢˊ　ㄆㄧㄢ　ㄌㄟˇ　ㄉㄨˊ,lián piān lěi dú
275.0,並駕齊驅,ㄅㄧㄥˋ　ㄐㄧㄚˋ　ㄑㄧˊ　ㄑㄩ,bìng jià qí qū
276.0,起死回生,ㄑㄧˇ　ㄙˇ　ㄏㄨㄟˊ　ㄕㄥ,qǐ sǐ huí shēng
277.0,大名鼎鼎,ㄉㄚˋ　ㄇㄧㄥˊ　ㄉㄧㄥˇ　ㄉㄧㄥˇ,dà míng dǐng dǐng
278.0,大智若愚,ㄉㄚˋ　ㄓˋ　ㄖㄨㄛˋ　ㄩˊ,dà zhì ruò yú
279.0,錦囊妙計,ㄐㄧㄣˇ　ㄋㄤˊ　ㄇㄧㄠˋ　ㄐㄧˋ,jǐn náng miào jì
280.0,一目了然,ㄧ　ㄇㄨˋ　ㄌㄧㄠˇ　ㄖㄢˊ　（變）　ㄧˊ　ㄇㄨˋ　ㄌㄧㄠˇ　ㄖㄢˊ,yī mù liǎo rán （變） yí mù liǎo rán
281.0,五光十色,ㄨˇ　ㄍㄨㄤ　ㄕˊ　ㄙㄜˋ,wǔ guāng shí sè
282.0,年高德劭,ㄋㄧㄢˊ　ㄍㄠ　ㄉㄜˊ　ㄕㄠˋ,nián gāo dé shào
283.0,快馬加鞭,ㄎㄨㄞˋ　ㄇㄚˇ　ㄐㄧㄚ　ㄅㄧㄢ,kuài mǎ jiā biān
284.0,志同道合,ㄓˋ　ㄊㄨㄥˊ　ㄉㄠˋ　ㄏㄜˊ,zhì tóng dào hé
285.0,冷言冷語,ㄌㄥˇ　ㄧㄢˊ　ㄌㄥˇ　ㄩˇ,lěng yán lěng yǔ
286.0,流言蜚語,ㄌㄧㄡˊ　ㄧㄢˊ　ㄈㄟ　ㄩˇ,liú yán fēi yǔ
287.0,殺人越貨,ㄕㄚ　ㄖㄣˊ　ㄩㄝˋ　ㄏㄨㄛˋ,shā rén yuè huò
288.0,銳不可當,ㄖㄨㄟˋ　ㄅㄨˋ　ㄎㄜˇ　ㄉㄤˇ,ruì bù kě dǎng
289.0,錙銖必較,ㄗ　ㄓㄨ　ㄅㄧˋ　ㄐㄧㄠˋ,zī zhū bì jiào
290.0,苦心孤詣,ㄎㄨˇ　ㄒㄧㄣ　ㄍㄨ　ㄧˋ,kǔ xīn gū yì
291.0,刻骨銘心,ㄎㄜˋ　ㄍㄨˇ　ㄇㄧㄥˊ　ㄒㄧㄣ,kè gǔ míng xīn
292.0,深謀遠慮,ㄕㄣ　ㄇㄡˊ　ㄩㄢˇ　ㄌㄩˋ,shēn móu yuǎn lǜ
293.0,魂不附體,ㄏㄨㄣˊ　ㄅㄨˋ　ㄈㄨˋ　ㄊㄧˇ　（變）　ㄏㄨㄣˊ　ㄅㄨˊ　ㄈㄨˋ　ㄊㄧˇ,hún bù fù tǐ （變） hún bú fù tǐ
294.0,入不敷出,ㄖㄨˋ　ㄅㄨˋ　ㄈㄨ　ㄔㄨ,rù bù fū chū
295.0,十全十美,ㄕˊ　ㄑㄩㄢˊ　ㄕˊ　ㄇㄟˇ,shí quán shí měi
296.0,人山人海,ㄖㄣˊ　ㄕㄢ　ㄖㄣˊ　ㄏㄞˇ,rén shān rén hǎi
297.0,無微不至,ㄨˊ　ㄨㄟˊ　ㄅㄨˋ　ㄓˋ　（變）　ㄨˊ　ㄨㄟˊ　ㄅㄨˊ　ㄓˋ,wú wéi bù zhì （變） wú wéi bú zhì
298.0,不遺餘力,ㄅㄨˋ　ㄧˊ　ㄩˊ　ㄌㄧˋ,bù yí yú lì
299.0,心平氣和,ㄒㄧㄣ　ㄆㄧㄥˊ　ㄑㄧˋ　ㄏㄜˊ,xīn píng qì hé
300.0,心血來潮,ㄒㄧㄣ　ㄒㄧㄝˇ　ㄌㄞˊ　ㄔㄠˊ,xīn xiě lái cháo
301.0,隨遇而安,ㄙㄨㄟˊ　ㄩˋ　ㄦˊ　ㄢ,suí yù ér ān
302.0,神通廣大,ㄕㄣˊ　ㄊㄨㄥ　ㄍㄨㄤˇ　ㄉㄚˋ,shén tōng guǎng dà
303.0,孤苦伶仃,ㄍㄨ　ㄎㄨˇ　ㄌㄧㄥˊ　ㄉㄧㄥ,gū kǔ líng dīng
304.0,名不副實,ㄇㄧㄥˊ　ㄅㄨˋ　ㄈㄨˋ　ㄕˊ　（變）　ㄇㄧㄥˊ　ㄅㄨˊ　ㄈㄨˋ　ㄕˊ,míng bù fù shí （變） míng bú fù shí
305.0,爾虞我詐,ㄦˇ　ㄩˊ　ㄨㄛˇ　ㄓㄚˋ,ěr yú wǒ zhà
306.0,義正辭嚴,ㄧˋ　ㄓㄥˋ　ㄘˊ　ㄧㄢˊ,yì zhèng cí yán
307.0,改邪歸正,ㄍㄞˇ　ㄒㄧㄝˊ　ㄍㄨㄟ　ㄓㄥˋ,gǎi xié guī zhèng
308.0,顧此失彼,ㄍㄨˋ　ㄘˇ　ㄕ　ㄅㄧˇ,gù cǐ shī bǐ
309.0,言聽計從,ㄧㄢˊ　ㄊㄧㄥ　ㄐㄧˋ　ㄘㄨㄥˊ,yán tīng jì cóng
310.0,困獸猶鬥,ㄎㄨㄣˋ　ㄕㄡˋ　ㄧㄡˊ　ㄉㄡˋ,kùn shòu yóu dòu
311.0,迥然不同,ㄐㄩㄥˇ　ㄖㄢˊ　ㄅㄨˋ　ㄊㄨㄥˊ,jiǒng rán bù tóng
312.0,如出一轍,ㄖㄨˊ　ㄔㄨ　ㄧ　ㄔㄜˋ　（變）　ㄖㄨˊ　ㄔㄨ　ㄧˊ　ㄔㄜˋ,rú chū yī chè （變） rú chū yí chè
313.0,歡天喜地,ㄏㄨㄢ　ㄊㄧㄢ　ㄒㄧˇ　ㄉㄧˋ,huān tiān xǐ dì
314.0,循規蹈矩,ㄒㄩㄣˊ　ㄍㄨㄟ　ㄉㄠˋ　ㄐㄩˇ,xún guī dào jǔ
315.0,唯唯諾諾,ㄨㄟˇ　ㄨㄟˇ　ㄋㄨㄛˋ　ㄋㄨㄛˋ,wěi wěi nuò nuò
316.0,孑然一身,ㄐㄧㄝˊ　ㄖㄢˊ　ㄧ　ㄕㄣ　（變）　ㄐㄧㄝˊ　ㄖㄢˊ　ㄧˋ　ㄕㄣ,jié rán yī shēn （變） jié rán yì shēn
317.0,氣壯山河,ㄑㄧˋ　ㄓㄨㄤˋ　ㄕㄢ　ㄏㄜˊ,qì zhuàng shān hé
318.0,不同凡響,ㄅㄨˋ　ㄊㄨㄥˊ　ㄈㄢˊ　ㄒㄧㄤˇ,bù tóng fán xiǎng
319.0,骨瘦如柴,ㄍㄨˇ　ㄕㄡˋ　ㄖㄨˊ　ㄔㄞˊ,gǔ shòu rú chái
320.0,理直氣壯,ㄌㄧˇ　ㄓˊ　ㄑㄧˋ　ㄓㄨㄤˋ,lǐ zhí qì zhuàng
321.0,星羅棋布,ㄒㄧㄥ　ㄌㄨㄛˊ　ㄑㄧˊ　ㄅㄨˋ,xīng luó qí bù
322.0,依然故我,ㄧ　ㄖㄢˊ　ㄍㄨˋ　ㄨㄛˇ,yī rán gù wǒ
323.0,大庭廣眾,ㄉㄚˋ　ㄊㄧㄥˊ　ㄍㄨㄤˇ　ㄓㄨㄥˋ,dà tíng guǎng zhòng
324.0,鬼使神差,ㄍㄨㄟˇ　ㄕˇ　ㄕㄣˊ　ㄔㄞ,guǐ shǐ shén chāi
325.0,粗枝大葉,ㄘㄨ　ㄓ　ㄉㄚˋ　ㄧㄝˋ,cū zhī dà yè
326.0,相得益彰,ㄒㄧㄤ　ㄉㄜˊ　ㄧˋ　ㄓㄤ,xiāng dé yì zhāng
327.0,心如刀割,ㄒㄧㄣ　ㄖㄨˊ　ㄉㄠ　ㄍㄜ,xīn rú dāo gē
328.0,心滿意足,ㄒㄧㄣ　ㄇㄢˇ　ㄧˋ　ㄗㄨˊ,xīn mǎn yì zú
329.0,名列前茅,ㄇㄧㄥˊ　ㄌㄧㄝˋ　ㄑㄧㄢˊ　ㄇㄠˊ,míng liè qián máo
330.0,失魂落魄,ㄕ　ㄏㄨㄣˊ　ㄌㄨㄛˋ　ㄆㄛˋ,shī hún luò pò
331.0,粗茶淡飯,ㄘㄨ　ㄔㄚˊ　ㄉㄢˋ　ㄈㄢˋ,cū chá dàn fàn
332.0,躍然紙上,ㄩㄝˋ　ㄖㄢˊ　ㄓˇ　ㄕㄤˋ,yuè rán zhǐ shàng
333.0,見義勇為,ㄐㄧㄢˋ　ㄧˋ　ㄩㄥˇ　ㄨㄟˊ,jiàn yì yǒng wéi
334.0,形單影隻,ㄒㄧㄥˊ　ㄉㄢ　ㄧㄥˇ　ㄓ,xíng dān yǐng zhī
335.0,養虎遺患,ㄧㄤˇ　ㄏㄨˇ　ㄧˊ　ㄏㄨㄢˋ,yǎng hǔ yí huàn
336.0,憂心如焚,ㄧㄡ　ㄒㄧㄣ　ㄖㄨˊ　ㄈㄣˊ,yōu xīn rú fén
337.0,搜索枯腸,ㄙㄡ　ㄙㄨㄛˇ　ㄎㄨ　ㄔㄤˊ,sōu suǒ kū cháng
338.0,義無反顧,ㄧˋ　ㄨˊ　ㄈㄢˇ　ㄍㄨˋ,yì wú fǎn gù
339.0,坐立不安,ㄗㄨㄛˋ　ㄌㄧˋ　ㄅㄨˋ　ㄢ,zuò lì bù ān
340.0,紛至沓來,ㄈㄣ　ㄓˋ　ㄊㄚˋ　ㄌㄞˊ,fēn zhì tà lái
341.0,首屈一指,ㄕㄡˇ　ㄑㄩ　ㄧ　ㄓˇ　（變）　ㄕㄡˇ　ㄑㄩ　ㄧˋ　ㄓˇ,shǒu qū yī zhǐ （變） shǒu qū yì zhǐ
342.0,形影不離,ㄒㄧㄥˊ　ㄧㄥˇ　ㄅㄨˋ　ㄌㄧˊ,xíng yǐng bù lí
343.0,一決雌雄,ㄧ　ㄐㄩㄝˊ　ㄘ　ㄒㄩㄥˊ　（變）　ㄧˋ　ㄐㄩㄝˊ　ㄘ　ㄒㄩㄥˊ,yī jué cī xióng （變） yì jué cī xióng
344.0,依樣畫葫蘆,ㄧ　ㄧㄤˋ　ㄏㄨㄚˋ　ㄏㄨˊ　ㄌㄨˊ,yī yàng huà hú lú
345.0,厲兵秣馬,ㄌㄧˋ　ㄅㄧㄥ　ㄇㄛˋ　ㄇㄚˇ,lì bīng mò mǎ
346.0,禍起蕭牆,ㄏㄨㄛˋ　ㄑㄧˇ　ㄒㄧㄠ　ㄑㄧㄤˊ,huò qǐ xiāo qiáng
347.0,縱虎歸山,ㄗㄨㄥˋ　ㄏㄨˇ　ㄍㄨㄟ　ㄕㄢ,zòng hǔ guī shān
348.0,黨同伐異,ㄉㄤˇ　ㄊㄨㄥˊ　ㄈㄚ　ㄧˋ,dǎng tóng fā yì
349.0,大喜過望,ㄉㄚˋ　ㄒㄧˇ　ㄍㄨㄛˋ　ㄨㄤˋ,dà xǐ guò wàng
350.0,響遏行雲,ㄒㄧㄤˇ　ㄜˋ　ㄒㄧㄥˊ　ㄩㄣˊ,xiǎng è xíng yún
351.0,涇渭分明,ㄐㄧㄥ　ㄨㄟˋ　ㄈㄣ　ㄇㄧㄥˊ,jīng wèi fēn míng
352.0,破釜沉舟,ㄆㄛˋ　ㄈㄨˇ　ㄔㄣˊ　ㄓㄡ,pò fǔ chén zhōu
353.0,含沙射影,ㄏㄢˊ　ㄕㄚ　ㄕㄜˋ　ㄧㄥˇ,hán shā shè yǐng
354.0,一丘之貉,ㄧ　ㄑㄧㄡ　ㄓ　ㄏㄜˊ　（變）　ㄧˋ　ㄑㄧㄡ　ㄓ　ㄏㄜˊ,yī qiū zhī hé （變） yì qiū zhī hé
355.0,班門弄斧,ㄅㄢ　ㄇㄣˊ　ㄋㄨㄥˋ　ㄈㄨˇ,bān mén nòng fǔ
356.0,水落石出,ㄕㄨㄟˇ　ㄌㄨㄛˋ　ㄕˊ　ㄔㄨ,shuǐ luò shí chū 
357.0,名落孫山,ㄇㄧㄥˊ　ㄌㄨㄛˋ　ㄙㄨㄣ　ㄕㄢ,míng luò sūn shān
358.0,胸有成竹,ㄒㄩㄥ　ㄧㄡˇ　ㄔㄥˊ　ㄓㄨˊ,xiōng yǒu chéng zhú
359.0,指鹿為馬,ㄓˇ　ㄌㄨˋ　ㄨㄟˊ　ㄇㄚˇ,zhǐ lù wéi mǎ
360.0,天衣無縫,ㄊㄧㄢ　ㄧ　ㄨˊ　ㄈㄥˋ,tiān yī wú fèng
361.0,江郎才盡,ㄐㄧㄤ　ㄌㄤˊ　ㄘㄞˊ　ㄐㄧㄣˋ,jiāng láng cái jìn
362.0,口若懸河,ㄎㄡˇ　ㄖㄨㄛˋ　ㄒㄩㄢˊ　ㄏㄜˊ,kǒu ruò xuán hé
363.0,驚弓之鳥,ㄐㄧㄥ　ㄍㄨㄥ　ㄓ　ㄋㄧㄠˇ,jīng gōng zhī niǎo
364.0,一敗塗地,ㄧ　ㄅㄞˋ　ㄊㄨˊ　ㄉㄧˋ　（變）　ㄧˊ　ㄅㄞˋ　ㄊㄨˊ　ㄉㄧˋ,yī bài tú dì （變） yí bài tú dì
365.0,投筆從戎,ㄊㄡˊ　ㄅㄧˇ　ㄘㄨㄥˊ　ㄖㄨㄥˊ,tóu bǐ cóng róng
366.0,畫蛇添足,ㄏㄨㄚˋ　ㄕㄜˊ　ㄊㄧㄢ　ㄗㄨˊ,huà shé tiān zú
367.0,望梅止渴,ㄨㄤˋ　ㄇㄟˊ　ㄓˇ　ㄎㄜˇ,wàng méi zhǐ kě
368.0,司空見慣,ㄙ　ㄎㄨㄥ　ㄐㄧㄢˋ　ㄍㄨㄢˋ,sī kōng jiàn guàn
369.0,南轅北轍,ㄋㄢˊ　ㄩㄢˊ　ㄅㄟˇ　ㄔㄜˋ,nán yuán běi chè
370.0,狼狽為奸,ㄌㄤˊ　ㄅㄟˋ　ㄨㄟˊ　ㄐㄧㄢ,láng bèi wéi jiān
371.0,狐假虎威,ㄏㄨˊ　ㄐㄧㄚˇ　ㄏㄨˇ　ㄨㄟ,hú jiǎ hǔ wēi
372.0,為虎作倀,ㄨㄟˋ　ㄏㄨˇ　ㄗㄨㄛˋ　ㄔㄤ,wèi hǔ zuò chāng
373.0,如火如荼,ㄖㄨˊ　ㄏㄨㄛˇ　ㄖㄨˊ　ㄊㄨˊ,rú huǒ rú tú
374.0,老馬識途,ㄌㄠˇ　ㄇㄚˇ　ㄕˋ　ㄊㄨˊ,lǎo mǎ shì tú
375.0,一暴十寒,ㄧ　ㄆㄨˋ　ㄕˊ　ㄏㄢˊ　（變）　ㄧˊ　ㄆㄨˋ　ㄕˊ　ㄏㄢˊ,yī pù shí hán （變） yí pù shí hán
376.0,守株待兔,ㄕㄡˇ　ㄓㄨ　ㄉㄞˋ　ㄊㄨˋ,shǒu zhū dài tù
377.0,四面楚歌,ㄙˋ　ㄇㄧㄢˋ　ㄔㄨˇ　ㄍㄜ,sì miàn chǔ gē
378.0,奇貨可居,ㄑㄧˊ　ㄏㄨㄛˋ　ㄎㄜˇ　ㄐㄩ,qí huò kě jū
379.0,刻舟求劍,ㄎㄜˋ　ㄓㄡ　ㄑㄧㄡˊ　ㄐㄧㄢˋ,kè zhōu qiú jiàn
380.0,後來居上,ㄏㄡˋ　ㄌㄞˊ　ㄐㄩ　ㄕㄤˋ,hòu lái jū shàng
381.0,負荊請罪,ㄈㄨˋ　ㄐㄧㄥ　ㄑㄧㄥˇ　ㄗㄨㄟˋ,fù jīng qǐng zuì
382.0,對牛彈琴,ㄉㄨㄟˋ　ㄋㄧㄡˊ　ㄊㄢˊ　ㄑㄧㄣˊ,duì niú tán qín
383.0,一鼓作氣,ㄧ　ㄍㄨˇ　ㄗㄨㄛˋ　ㄑㄧˋ　（變）　ㄧˋ　ㄍㄨˇ　ㄗㄨㄛˋ　ㄑㄧˋ,yī gǔ zuò qì （變） yì gǔ zuò qì
